Timestamp;Goal x;Goal y;Goal z;Goal roll;Goal pitch;Goal yaw;shoulder_pan_joint;shoulder_lift_joint;elbow_joint;wrist_1_joint;wrist_2_joint;wrist_3_joint;measurement_temperature;measurement_x;measurement_y;measurement_z;measurement_rx;measurement_ry;measurement_rz
20200714165205;0,8;0,6;0,5;1,5708;1,5708;1,67552;-2,1758900000000003;-2,10627;-1,52501;0,488131;0,709677;0,000886084;23,6800003051758;1690,9055;-1657,5519;-815,26374;-91,004527;-65,698091;-91,503511
20200714165209;0,8;0,6;0,5;1,5708;1,5708;1,71042;-2,1814;-2,10085;-1,53432;0,494653;0,748641;-0,00226146;23,6800003051758;1691,1551;-1656,9966;-815,31918;-90,879834;-67,620659;-91,47491
20200714165240;0,8;0,6;0,4;1,22173;1,5708;1,5708;-2,22182;-2,1617;-1,64073;0,660676;0,999393;-0,00180704;23,5550003051758;1692,7221;-1652,8545;-914,55698;-92,720958;-79,653803;-93,286895
20200714165249;0,8;0,6;0,4;1,39626;1,5708;1,5708;-2,1876;-2,18255;-1,60333;0,642965;0,790289;0,0;23,5550003051758;1692,0628;-1655,5698;-914,29574;-91,230133;-69,613763;-91,759828
20200714165258;0,8;0,6;0,4;1,5708;1,5708;1,5708;-2,16035;-2,21236;-1,5503;0,619581;0,588366;-1,17461e-05;23,5550003051758;1690,8711;-1658,273;-914,21969;-90,619927;-59,663799;-91,187417
20200714165307;0,8;0,6;0,4;1,7453299999999998;1,5708;1,5708;-2,14096;-2,25045;-1,48275;0,5934689999999999;0,39513;-0,00342256;23,5550003051758;1689,3107;-1660,3882;-914,74731;-90,193941;-49,666998;-90,868149
20200714165323;0,8;0,6;0,4;1,5708;0,8726649999999999;1,5708;-2,16051;-2,21224;-1,55082;0,6191979999999999;0,589098;0,697905;23,5550003051758;1690,7867;-1658,3566;-914,2816;-90,582071;-59,786053;-51,250604
20200714165329;0,8;0,6;0,4;1,5708;1,0472;1,5708;-2,1602900000000003;-2,21245;-1,55043;0,6193420000000001;0,588378;0,524997;23,5550003051758;1690,7834;-1658,4355;-914,27766;-90,588951;-59,73184000000001;-61,115709
20200714165336;0,8;0,6;0,4;1,5708;1,22173;1,5708;-2,16054;-2,21306;-1,54972;0,6225729999999999;0,589086;0,346772;23,5550003051758;1690,7551;-1658,3241;-914,16991;-90,403672;-59,754084;-71,073746
20200714165343;0,8;0,6;0,4;1,5708;1,39626;1,5708;-2,16033;-2,21259;-1,55006;0,619617;0,587923;0,174723;23,5550003051758;1690,8007;-1658,3412;-914,26542;-90,608089;-59,681473;-81,245296
20200714165357;0,8;0,6;0,4;1,5708;1,7453299999999998;1,5708;-2,16036;-2,2127;-1,55019;0,620563;0,587779;-0,175119;23,5550003051758;1690,9586;-1658,1464;-914,39597;-90,586843;-59,64035;-101,20478
20200714165403;0,8;0,6;0,4;1,5708;1,91986;1,5708;-2,16065;-2,21295;-1,55008;0,6229439999999999;0,590106;-0,349624;23,5550003051758;1690,8803;-1658,1227;-914,32735;-90,458104;-59,750126;-111,04788
20200714165410;0,8;0,6;0,4;1,5708;2,0944;1,5708;-2,16006;-2,21307;-1,54977;0,621927;0,587707;-0,523727;23,5550003051758;1690,9725;-1658,1431;-914,31155;-90,504221;-59,617082;-121,05478
20200714165426;0,8;0,6;0,4;1,5708;1,5708;1,39626;-2,1408;-2,24948;-1,4836;0,589137;0,393918;0,00119692;23,5550003051758;1689,4067;-1660,3765;-914,66258;-90,334644;-49,617994;-90,905177
20200714165430;0,8;0,6;0,4;1,5708;1,5708;1,43117;-2,1440900000000003;-2,24277;-1,49669;0,59956;0,431737;-0,00326664;23,5550003051758;1689,7142;-1659,8902;-914,68342;-90,227221;-51,62201500000001;-90,894309
20200714165434;0,8;0,6;0,4;1,5708;1,5708;1,4660799999999998;-2,14758;-2,23432;-1,51149;0,602923;0,47037;-0,0007417839999999999;23,5550003051758;1690,054;-1659,5545;-914,52492;-90,406965;-53,64885200000001;-91,033424
20200714165439;0,8;0,6;0,4;1,5708;1,5708;1,50098;-2,1516;-2,22684;-1,52468;0,609254;0,50894;-0,00029880200000000003;23,5550003051758;1690,355;-1659,0158;-914,32669;-90,428819;-55,634853;-90,993203
20200714165443;0,8;0,6;0,4;1,5708;1,5708;1,53589;-2,15595;-2,21958;-1,53783;0,6150220000000001;0,549285;0,000395105;23,5550003051758;1690,5496;-1658,5929;-914,37595;-90,501946;-57,712186;-91,021977
20200714165452;0,8;0,6;0,4;1,5708;1,5708;1,6057;-2,16511;-2,20623;-1,56179;0,62584;0,627794;-0,00124437;23,5550003051758;1691,1486;-1657,7443;-914,38496;-90,649553;-61,669514;-91,251678
20200714165456;0,8;0,6;0,4;1,5708;1,5708;1,64061;-2,17037;-2,19976;-1,57307;0,630088;0,667987;0,000610446;23,5550003051758;1691,3802;-1657,1659;-914,33768;-90,7906;-63,651708;-91,295321
20200714165501;0,8;0,6;0,4;1,5708;1,5708;1,67552;-2,17571;-2,19429;-1,58339;0,636347;0,707637;-0,00173504;23,5550003051758;1691,7074;-1656,5341;-914,45687;-90,773399;-65,593727;-91,361489
20200714165505;0,8;0,6;0,4;1,5708;1,5708;1,71042;-2,1814400000000003;-2,18875;-1,5931;0,641254;0,748317;-0,00216562;23,5550003051758;1691,844;-1656,0517;-914,37097;-90,829165;-67,586926;-91,413934
