Timestamp;Goal x;Goal y;Goal z;Goal roll;Goal pitch;Goal yaw;shoulder_pan_joint;shoulder_lift_joint;elbow_joint;wrist_1_joint;wrist_2_joint;wrist_3_joint;measurement_temperature;measurement_x;measurement_std_x;measurement_y;measurement_std_y;measurement_z;measurement_std_z;measurement_rx;measurement_std_rx;measurement_ry;measurement_std_ry;measurement_rz;measurement_std_rz
2,02011E+13;-0,4;-0,4;0,8;2,96706;1,5708;1,5708;-3,056;-0,0130432;-1,84394;-1,28462;0,0881649;-0,000765626;22,11750031;753,13331;0,011131;-3068,8756;0,0035005;-425,18413;0,0017075;-90,269102;0,00090715;-30,063182;0,0015702;-90,343076;0,0011441
2,02011E+13;-0,4;-0,4;0,8;3,14159;1,39626;1,5708;-3,04874;-0,252997;-1,82495;0,0196871;-0,197932;-1,07634;22,11750031;750,47252;0,011301;-3069,8945;0,008503;-422,14544;0,0054763;-100,86161;0,0011506;-19,703283;0,0010369;-94,003722;0,00245
2,02011E+13;-0,4;-0,4;0,8;3,14159;1,39626;1,5708;-3,04874;-1,99135;1,82497;-1,89209;-0,197932;-1,07602;22,11750031;748,90012;0,0026601;-3071,1651;0,0036875;-420,53216;0,0051385;-100,69726;0,00098968;-19,661066;0,0022489;-93,918666;0,0012462
2,02011E+13;-0,4;-0,4;0,8;3,14159;1,74533;1,5708;-3,04871;-0,0306886;-1,70272;-2,49172;-0,197896;1,07479;22,11750031;750,5243;0,010752;-3069,9768;0,006731;-427,80075;0,0046577;-79,519753;0,0013143;-19,750089;0,0032266;-86,633361;0,0016949
2,02011E+13;-0,4;-0,4;0,8;3,14159;1,74533;1,5708;-3,04874;-1,65706;1,70277;-4,27047;-0,197788;1,07444;22,11750031;749,25257;0,0034974;-3070,981;0,0013676;-425,68522;0,0016631;-79,401068;0,0016834;-19,644993;0,0019544;-86,590433;0,0014988
2,02011E+13;-0,4;-0,4;0,8;3,14159;1,5708;1,39626;-3,04023;-0,0522569;-1,92778;-1,1615;-0,276885;-0,000813309;22,11750031;748,34527;0,017225;-3070,5236;0,0043948;-424,99604;0,0016698;-90,186098;0,0012823;-9,9891987;0,00082551;-90,234845;0,0037307
2,02011E+13;-0,4;-0,4;0,8;3,14159;1,5708;1,39626;-3,04023;-1,88372;1,92782;-3,1856;-0,276729;-0,000897233;22,11750031;746,96401;0,0223;-3071,9756;0,0063194;-423,09724;0,011338;-90,033866;0,0019635;-9,9015998;0,0033704;-90,180105;0,0036869
2,02011E+13;-0,4;-0,4;0,8;3,14159;1,5708;1,74533;-3,056;-0,0130671;-1,84389;-1,2846;0,0881769;-0,000741784;22,11750031;753,12456;0,0098796;-3068,8835;0,0042661;-425,17053;0,0053124;-90,269745;0,0012086;-30,060883;0,0014948;-90,345065;0,0024853
2,02011E+13;0,4;-0,5;0,8;2,96706;1,5708;1,5708;-1,04412;-0,0160177;-1,85173;-1,27404;-1,92385;-0,000765626;22,11750031;-34,561964;0,015067;-3249,0378;0,021764;-427,05573;0,0044385;-90,134406;0,0019001;-30,105688;0,0013817;-90,334243;0,0040259
2,02011E+13;0,4;-0,5;0,8;2,96706;1,5708;1,5708;-1,04414;-1,77865;1,85168;-3,21467;-1,92386;-0,000789467;22,11750031;-32,572034;0,006404;-3249,5594;0,0085689;-425,7878;0,0049877;-90,226011;0,0015659;-30,00563;0,0014207;-90,270407;0,0011334
